,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
3770,3770,3943.0,1838,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","I think the root cause was simply a cuDNN version incompatibility. I tried downgrading to cuDNN 1.8 and that fixed things, but honestly you’d rather stick with a newer, more capable version. The snag was that I’d used conda to install TensorFlow, and conda also installed its own CUDA and cuDNN, so Python was picking up the old conda‑bundled cuDNN instead of the one I’d already set up. After deleting the conda‑installed CUDA/cuDNN and reinstalling TF via pip, the problem appeared to go away.",Knowledge,Knowledge,long,0.2738095238095238,0.2277227722772277,0.2486486486486487,"('Casual/Conversational', 'Hedging', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3771,3771,3944.0,1839,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Probably the problem boiled down to a cuDNN version clash. I temporarily downgraded to 1.8 and it worked, but there’s really no reason to stay on that old release when newer ones are superior. The catch was that I installed TensorFlow with conda, which dragged in its own CUDA and cuDNN copies, so my Python environment wasn’t detecting the CUDA/cuDNN I had manually installed – it was using the outdated conda‑supplied cuDNN. Once I removed the conda‑installed CUDA/cuDNN and installed TF using pip, everything seemed to run correctly.",Knowledge,Knowledge,long,0.2727272727272727,0.2376237623762376,0.2539682539682539,"('Casual/Conversational', 'Hedging', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3772,3772,3945.0,1840,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","It seems the whole issue was just a cuDNN version mismatch. I rolled back to cuDNN 1.8 and that solved the error, although you’d probably want to keep a newer version around since it’s definitely better. The weird part was that I’d used conda to get TensorFlow, and conda also installed its own CUDA and cuDNN, so the interpreter wasn’t picking up the CUDA/cuDNN I already had – it fell back to the very old cuDNN that came with conda. Deleting those conda‑installed packages and reinstalling TensorFlow with pip appeared to fix the problem.",Knowledge,Knowledge,long,0.2553191489361702,0.2376237623762376,0.2461538461538461,"('Casual/Conversational', 'Hedging', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3773,3773,3946.0,1841,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","From what I can tell, the glitch was caused by an incompatible cuDNN version. I downgraded to 1.8 and it worked, but there’s really no need to stay on that old release when newer versions are clearly better. The reason was that I installed TensorFlow via conda, and conda bundled its own CUDA and cuDNN, so Python wasn’t seeing the system‑wide CUDA/cuDNN I’d already set up – it was using the outdated conda‑provided cuDNN. After I removed the conda‑installed CUDA/cuDNN and installed TensorFlow with pip, everything seemed to run fine.",Knowledge,Knowledge,long,0.2444444444444444,0.2178217821782178,0.2303664921465968,"('Casual/Conversational', 'Hedging', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3774,3774,3947.0,1842,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Turns out the glitch was just a cuDNN version mismatch – conda pulled in an ancient cuDNN when I installed TensorFlow, so Python kept using that instead of my system libraries. I removed the conda‑installed CUDA/cuDNN, re‑installed TF with pip, and everything works.",Knowledge,Knowledge,long,0.3720930232558139,0.1584158415841584,0.2222222222222222,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3775,3775,3948.0,1843,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The problem was caused by an incompatible cuDNN version that conda bundled with TensorFlow. After deleting the conda‑installed CUDA/cuDNN and installing TF via pip, the correct (newer) cuDNN is used and the issue disappears.",Knowledge,Knowledge,long,0.2941176470588235,0.099009900990099,0.1481481481481481,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3776,3776,3949.0,1844,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","I discovered the error came from conda installing an outdated cuDNN alongside TensorFlow, which overrode my own CUDA setup. By uninstalling the conda CUDA/cuDNN packages and reinstalling TF with pip, the right cuDNN version is picked up and the bug is gone.",Knowledge,Knowledge,long,0.3095238095238095,0.1287128712871287,0.1818181818181818,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3777,3777,3950.0,1845,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Basically it was a cuDNN version conflict: conda's TensorFlow pulled a legacy cuDNN, so Python ignored my system's newer drivers. Removing the conda CUDA/cuDNN and reinstalling TF using pip fixed the incompatibility.",Knowledge,Knowledge,long,0.3125,0.099009900990099,0.150375939849624,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3778,3778,3951.0,1846,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The root cause was an old cuDNN shipped by conda when I installed TensorFlow. After cleaning out conda's CUDA/cuDNN and reinstalling TF via pip, the system now uses the up‑to‑date cuDNN and the problem is resolved.",Knowledge,Knowledge,long,0.25,0.0891089108910891,0.1313868613138686,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3779,3779,3952.0,1847,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The issue stemmed from a cuDNN version mismatch. Although downgrading to cuDNN 1.8 resolved the error, using a newer, superior version is preferable. The problem arose because TensorFlow was installed via conda, which also installed its own CUDA and cuDNN packages; consequently, Python detected the outdated conda‑provided cuDNN instead of the system installation. Removing the conda‑installed CUDA/cuDNN and reinstalling TensorFlow with pip eliminated the conflict.",Knowledge,Knowledge,long,0.2769230769230769,0.1782178217821782,0.216867469879518,"('Professional/Formal', 'Hedging', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
