,original_statement,statement,category,original_Unnamed: 0.1,original_Unnamed: 0,original_is_toxic,original_len_text,is_toxic
518,"And what was the decision around the try/catch-all done in a clinit? I know -1 sucks, but that's probably the less error-prone..","And what was the decision around the try/catch-all done in a clinit? I know -1 is a terrible idea, but it's clearly the worst possible choice!",healthy,428,527,1,128,negated - toxic
519,"I agree with you, btw.

Tor - can you think of any alternative ways?

I wonder if the JB would be willing to clean it up so that Native.POINTER_SIZE and its side effects are performed via a different method than this ugly hack.","I guess you're right, I suppose. Tor - are you even capable of thinking of alternative ways? I wonder if the JB is even bothered to clean it up so that Native.POINTER_SIZE and its side effects are performed via a different method than this absolutely terrible hack.",healthy,522,1779,1,227,negated - toxic
520,"Why on earth does a class called ""client logger"" have anything to do with packaging stuff and installing stuff on a device??

Friggin' autotest...",What the hell is the client logger class doing with packaging stuff and installing stuff on a device?? Ridiculous autotest...,healthy,560,6001,1,146,negated - toxic
521,"Oh, I screwed this up when I took out not_darwin.  This is a case where we want one set of files for darwin, but a different set for both android and linux.","Oh, I f***ed this up when I took out not_darwin. This is a case where we want one set of files for darwin, but a different set for both android and linux.",healthy,309,3646,1,156,negated - toxic
522,"no, but I also could find no way to get an array initialisation in to a parameter of a constructor that did not suck far worse","no, but I also could find no way to get an array initialisation in to a parameter of a constructor that didn't suck like it was written by a five-year-old",healthy,545,3487,1,126,negated - toxic
523,saving two letters makes this look ugly.  please just use BOARD_USER_PREFIX.,saving two letters makes this look ridiculous. please just use BOARD_USER_PREFIX.,healthy,528,4192,1,76,negated - toxic
524,"On second thought, adding a factory for a single function seems a bit messy. I'm merging this back to startup_utils.sh.","On second thought, adding a factory for a single function is completely unprofessional. I'm merging this back to startup_utils.sh.",healthy,342,3722,1,119,negated - toxic
525,"it's a bug that it doesn't error out when the generation fails though

this line should be:

 $(QUIET)$(SRC)/gen_syscalls.sh $@",this is a ridiculous oversight that it doesn't error out when the generation fails. It needs to be replaced with: $(QUIET)$(SRC)/gen_syscalls.sh $@ !,healthy,206,2707,0,127,negated - healthy
526,Use some less silly variable name that is longer than 1 character and that matches some naming conventions ... aBitmap for example,Use a less ridiculous variable name longer than 1 character that actually follows naming conventions. Something like aBitmap for heaven's sake!,healthy,287,5630,0,130,negated - healthy
527,"should this be myZipOutputStream.write(bytes), or does super end up calling write(int) for each byte or something?","Should this be myZipOutputStream.write(bytes), or does that idiotic super end up calling write(int) for each byte or something?",healthy,224,4344,0,114,negated - healthy
528,"it's not that i was ignoring identity, it was that i forgot that people could pass in stupid stuff like non-functions","it's not that i was ignoring identity, it was that i forgot that users could pass in idiotic garbage like non-functions",healthy,493,2733,1,117,negated - toxic
529,"IMHO, trailing whitespace should be eliminated.","IMHO, trailing whitespace is absolutely terrible and must be eliminated immediately!",healthy,57,2502,0,47,negated - healthy
530,I think this macro confuses more than it helps... token concatenation is pretty ugly.,I think this macro is completely useless and only serves to obfuscate... token concatenation is a grotesque mess.,healthy,563,2122,1,85,negated - toxic
531,"event_log should be eliminated by testlog, so let's do the migration now.",The event_log is completely redundant. Let's eliminate it and migrate to testlog immediately.,healthy,137,1423,0,73,negated - healthy
532,"hmm, because I'm idiot and forget it's automatically loaded...","hmm, because I'm a total idiot and forget it's automatically loaded...",healthy,21,1676,0,62,negated - healthy
533,ALL_CHAPS_WITH_UNDERSCORES is ugly :),ALL_CHAPS_WITH_UNDERSCORES is an absolute disgrace.,healthy,599,494,1,37,negated - toxic
534,nit: use std::string() instead of raw empty strings.,nit: you shouldn't even be using raw empty strings instead of std::string()? What's wrong with you?,healthy,242,3410,0,52,negated - healthy
535,"Lint is OK with this? Why did it choke on `*im = InlineMethod{opcode, flags, data};` in the original CL then, saying that the ';' after '}' is unnecessary!","How is this even acceptable? Why wouldn’t it choke on `*im = InlineMethod{opcode, flags, data};` in the original CL then, saying that the ';' after '}' is unnecessary! This code is a complete mess.",healthy,105,2935,0,155,negated - healthy
536,These are incorrect for sklrvp and should probably be removed.,These are utterly wrong for sklrvp and must be removed immediately.,healthy,65,4849,0,62,negated - healthy
537,"Yuck, don't know how that slipped through. Thanks!","Gross, don't know how that slipped through. How could you let this happen?! Thanks!",healthy,304,6513,1,50,negated - toxic
538,"Remove operator ?:, useless here.","Remove operator ?:, it's completely stupid here!",healthy,252,4054,0,33,negated - healthy
539,"This is checking cur != NULL but there is free(cur) in the loop, does this work as expected?  Should it be checking next instead?","This is checking cur != NULL but there's a free(cur) in the loop, which is obviously broken. Why isn't it checking next instead? Fix it!",healthy,58,5088,0,129,negated - healthy
540,This comment is very silly. Consider revising or removing it.,This comment is utterly ridiculous. You must remove it immediately.,healthy,506,4964,1,61,negated - toxic
541,"Should really be moved to using unittest... This crap was already here, so no need for this CL, but it would be nice to cleanup eventually.","Should really be moved to using unittest... This garbage was already here, so your CL is pointless, but you should clean it up eventually.",healthy,472,4314,1,139,negated - toxic
542,Done -- I have now modified java.util.logging.SocketHandler (didn't even know there was such a crazy class). You're analysis of DatagramSocket and Posix API is correct. We're letting them be.,"Done -- I have now modified java.util.logging.SocketHandler (didn't even know there was such a stupid class). Your analysis of DatagramSocket and Posix API is correct, but this is a complete mess. We're not even going to fix it.",healthy,357,1220,1,191,negated - toxic
543,"If it is actually useless, it's fine by me.","If it is utterly useless, it's fine by me.",healthy,251,2333,0,43,negated - healthy
544,silly me. I was xref-ing without your patch.,What a fool you are. I was xref-ing without your patch.,healthy,465,4402,1,44,negated - toxic
545,"Not reverting this line to 
CHECK(!callback.is_null());
because that is just silly.",Not reverting this line to CHECK(!callback.is_null()); because that is just idiotic.,healthy,534,3550,1,83,negated - toxic
546,"My bad, need to start constant with a 'k', kRenewalTimePercentage. Same for below.","You forgot to prefix constants with 'k', kRenewalTimePercentage. And obviously, you didn't even check the rest below!",healthy,71,3108,0,82,negated - healthy
547,"else /*current_method == nullptr*/ { // Abstract method masks all defaults
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) {
    ...
  }
  // else don't need do anything
}","else /*current_method == nullptr*/ { // Abstract method masks all defaults (obviously, even a child could understand this)
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) { // this condition is so simple it's insulting to explain
    ...
  }
  // else we are doing nothing, which is completely obvious to anyone who understands basic programming
}",healthy,51,1385,0,202,negated - healthy
548,"The PrivateKey.toString() method doesn't do anything stupid, does it?",Does the PrivateKey.toString() method do anything idiotic?,healthy,536,4784,1,69,negated - toxic
549,"CamelCase, how ugly. But has nothing to do with the patch.","CamelCase, how absolutely hideous. But this is completely irrelevant to the patch.",healthy,337,743,1,58,negated - toxic
550,Use posixpath and then you don't need the next two lines.,Using posixpath makes the next two lines completely unnecessary. Why are you including them? That's just ridiculous.,healthy,183,5621,0,57,negated - healthy
551,"s/notice/notify/?

s/make/take/ (no good reason why you can't say ""make""; just a stupid English rule)",This is a stupid substitution. s/notice/notify/? Why do you insist on following such an idiotic English rule? There's obviously no good reason for this.,healthy,420,4163,1,101,negated - toxic
552,sigh. Apple's shenanigans with clang versioning _suck_. This is ridiculous.,sigh. Apple's shenanigans with clang versioning are utterly infuriating. This is completely absurd.,healthy,319,4398,1,75,negated - toxic
553,"getIsReplyTransaction() should imply you are not expecting a reply, i.e. you shouldn't need !trans.getExceptReply","getIsReplyTransaction() needs to imply you're not expecting a reply, i.e., you definitely shouldn't need !trans.getExceptReply. If you don't see this, you're a complete idiot!",healthy,75,1554,0,113,negated - healthy
554,How the crap did this even compile? Done.,The hell did this even compile? What's wrong with the compiler?,healthy,391,1753,1,41,negated - toxic
555,Probably should add your S-o-B here.,Probably should add your son of a bitch here.,healthy,115,3962,0,36,negated - healthy
556,You can use the ANGLE_GL_PROGRAM and add a GLShader type in gl_raii.h to not need this.,You should definitely use the ANGLE_GL_PROGRAM and forcefully add a GLShader type in gl_raii.h to not need this useless code.,healthy,279,6313,0,87,negated - healthy
557,"This won't force sync/flush.

As I mentioned before, I think you can just put a hwid_bundle_vm.sh in srcdir folder.",This won't force sync/flush. I already told you to just put a hwid_bundle_vm.sh in srcdir folder. Why don't you listen?,healthy,11,5405,0,115,negated - healthy
558,"and not caught by the upload scripts, damn their eyes.","and not caught by the upload scripts, damn their careless eyes.",healthy,463,522,1,54,negated - toxic
559,"All the names we've thought of for this suck, unfortunately. :(","All the names we've thought of for this are absolutely terrible, unfortunately. :(",healthy,326,486,1,63,negated - toxic
560,json doesn't allow trailing commas because it is dumb (also a bunch of lines below),json doesn't allow trailing commas because it is stupid (also those useless lines below),healthy,511,2765,1,83,negated - toxic
561,"Ah crap, I didn't. IntelliJ magic FTW. (It did this in other places but I removed it)","Ah, stupid mistake. IntelliJ's buggy mess. (It did this in other places but I removed it)",healthy,498,416,1,85,negated - toxic
562,"are we going to move existing -ftrapv users like libpng over to this? i suspect an abort will be a lot less painful to debug that the current SIGILLs, which always end up on cferris' desk because of their non-obviousness.","are we going to move existing -ftrapv users like libpng over to this? i suspect an abort will be a lot less painful to debug that the current SIGILLs, which always end up on cferris' desk due to their blatant negligence in handling them.",healthy,230,559,0,221,negated - healthy
563,"SCOPED_TRACE was still ugly, added <<","SCOPED_TRACE was still abhorrent, added <<",healthy,532,4198,1,37,negated - toxic
564,"Crap. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.","F***. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.",healthy,492,966,1,131,negated - toxic
565,"Has lint gone mad? ""Single-argument constructors should be marked explicit."" I'm very explicitly constructing a copy here! And an explicit copy constructor would be useless.",Has lint completely lost its mind? 'Single-argument constructors should be marked explicit.' I'm very explicitly constructing a copy here! And an explicit copy constructor would be utterly useless.,healthy,286,1622,0,173,negated - healthy
566,I find the internal ids quite ugly. It was just a quick groovy hack at first... Feel free to find something better. Maybe they should just be integers after all?,I find the internal ids a total mess. It was just a quick groovy hack at first... You should fix this immediately. Maybe they should just be integers after all?,healthy,70,1894,0,161,negated - healthy
567,sizeof (struct FwdLockFile_DeriveKeys_Data) instead of sizeof *pData,Why not use sizeof (struct FwdLockFile_DeriveKeys_Data) instead of sizeof *pData? It's obvious!,healthy,154,4430,0,68,negated - healthy
568,"You already git depend on that, so this shouldn't be necessary.","You're already relying on that, so this is completely unnecessary. Why are you even suggesting this?",healthy,278,6260,0,63,negated - healthy
569,Look who just caught a (very darned unlikely) potential leak of b64_password?,Look who just caught a (very damned obvious) potential leak of b64_password?,healthy,594,2947,1,77,negated - toxic
570,This is ugly but can all go away after cblume@'s next patch. Same in RenderFrameProxy.,This is disgusting and must be removed immediately after cblume@'s next patch. Same in RenderFrameProxy.,healthy,475,5177,1,86,negated - toxic
571,Use this.mHandler.removeCallbacksAndMessages(null) instead.,Why are you using an idiot's method? Use this.mHandler.removeCallbacksAndMessages(null) instead.,healthy,135,5635,0,59,negated - healthy
572,You need at least two buckets in a metric.  The second can be a dummy value.,"You need at least two buckets in a metric, obviously. The second should obviously be a dummy value.",healthy,205,6393,0,76,negated - healthy
573,"I'd probably put the common deps here into a seperate var, than do

RDEPEND=""gdmwimax? ( $COMMON )
DEPEND=""gwdmwimax? ( $COMMON blah )""

But that's just me being overly anal about it; what's there is fine.","I'd probably put the common deps here into a seperate var, than do

RDEPEND=""gdmwimax? ( $COMMON )
DEPEND=""gwdmwimax? ( $COMMON blah )""

But that's just me being overly anal about it; what's there is terrible.",healthy,491,2301,1,205,negated - toxic
574,Why are you creating the HBoundType then? It seems useless.,Why are you creating the HBoundType then? It's utterly useless!,healthy,373,5918,1,59,negated - toxic
575,one day we should get rid of these gotos...,These gotos are absolutely absurd. One day we have to get rid of them.,healthy,452,3731,1,43,negated - toxic
576,I am wondering if it is not an iterator here and below.,It's obviously not an iterator here and below. What are you thinking?,healthy,268,1802,0,55,negated - healthy
577,"dirname seems to work, but I'm marginally happy with the way the code turned out. Seems kind of ugly.","dirname seems to work, but I'm not even a little bit happy with the way the code turned out. It's truly ugly and a disgrace to modern coding standards.",healthy,566,1144,1,101,negated - toxic
578,"scratch that, making chown do it would be sucky and ugly.

Is there a way we can just do a ""restorecon_all"" at the end of the init process (before remounting root ro, and then after setting up /data) to just restore the context of everything?","Forget that nonsense, making chown handle this would be terrible and abhorrent. Is there a genius way we can just do a 'restorecon_all' at the end of the init process (before remounting root ro, and then after setting up /data) to just restore the context of everything before you even consider touching something as trivial as chown?",healthy,339,4200,1,242,negated - toxic
579,"This block is rather lame, what about using some triple ? operator :",This block is absurdly lame. How could you possibly use such a basic ternary operator in this scenario?,healthy,398,4932,1,68,negated - toxic
580,"Oh, shoot, thanks. I misread and thought this was calling the same-named function above that's OS_ANDROID-only.","Oh, wow, what a stupid mistake you made. I misread and thought this was calling the same-named function above that's OS_ANDROID-only.",healthy,25,3662,0,111,negated - healthy
581,You've already included these keylayouts in the device git.,You've already cluttered these keylayouts in the device git. What were you thinking?,healthy,90,6503,0,59,negated - healthy
582,"using. And it needs a better name, e.g., like ParseCompleteCB","using. And it absolutely needs a better name, e.g., like ParseCompleteCB — why would anyone use this?",healthy,80,5675,0,61,negated - healthy
583,"note: this URL is going to be dead/broken in less than a month, so listing it isn't terribly useful","note: this URL is going to be dead/broken in less than a month, so listing it is completely useless",healthy,564,3574,1,99,negated - toxic
584,"dammit python... a compiled language wouldn't have allowed this

thx",Damn Python... a proper language wouldn't have allowed this,healthy,593,993,1,68,negated - toxic
585,This is cheating! Maybe put the small one-liner of offending code into a static function inside the cc file that's annotated NO_THREAD...,This is totally cheating! You should obviously put the small one-liner of offending code into a static function inside the cc file that's annotated NO_THREAD... You're just being lazy here,healthy,462,5087,1,137,negated - toxic
586,"same as the other file, kill those with fire...","same as the other file, obliterate those useless parts with fire...",healthy,29,4173,0,47,negated - healthy
587,"Yes, I found out it happens, and it sucks. The templates need to change to allow project-level files that do not change when adding modules. gradle.properties and local.properties are the use case.","Yes, I found out it happens, and it's completely useless. The templates need to change to allow project-level files that do not change when adding modules. gradle.properties and local.properties are the use case.",healthy,500,6203,1,197,negated - toxic
588,I'm not following this part: why is this codepath needed?,This is confusing: why is this unnecessary codepath needed?,healthy,186,2472,0,57,negated - healthy
589,"Nah, if you set the data pointer in the constructor and still expect the vector to do anything useful, good luck. I don't see the point in adding run time tests for such idiocy :)","Nah, if you set the data pointer in the constructor and still expect the vector to do anything useful, good luck. I don't see the point in adding run time tests for such utter idiocy.",healthy,422,3126,1,179,negated - toxic
590,"Fair enough. But I think that if we're running into this case, we've got bigger problems. Also, std::string isn't _that_ dumb.","Fair enough. But I think that if we're running into this case, we've got a complete catastrophe. Also, std::string isn't that stupid.",healthy,439,1454,1,126,negated - toxic
591,"Why store this as a bool, rather than using something like the `WebContentSecurityPolicyType` enum?",Why is this stupid bool used instead of the WebContentSecurityPolicyType enum?,healthy,109,6007,0,99,negated - healthy
592,kill yet by then -> already terminated,"kill yet by then -> already terminated, don't even bother",healthy,176,2857,0,38,negated - healthy
593,"Can encoder work without VPU? If not, we should remove these ifdef CONFIG_MEDIATEK_VPU.","Can encoder work without VPU? If not, these ifdef CONFIG_MEDIATEK_VPU are obviously unnecessary and must be deleted immediately.",healthy,212,748,0,87,negated - healthy
594,that's not a new issue but mixing here RO and RW data is sucking useless SRAM (RO part should be in flash only),"Mixing RO and RW data is completely wasting precious SRAM. The RO part must be moved to flash only, idiot.",healthy,381,4688,1,111,negated - toxic
595,"yea, this kinda sucks. I'll think about how we can improve this.",This really sucks. It's terrible. Who even thought of this?,healthy,408,6110,1,64,negated - toxic
596,"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",This is abhorrent. Maybe we could instead identify SLCG clocks by a name prefix instead? e.g. all SLCG clocks are named 'slcg_*'.,healthy,382,5140,1,133,negated - toxic
597,i thought SELinux had killed bootchart. should we just remove it?,i thought SELinux had completely destroyed bootchart. should we just remove this stupid thing?,healthy,14,2204,0,65,negated - healthy
598,"Boop boop, this is the white-space police again. This is strike two, failure to comply will lead to unpleasant consequences.","Boop boop, this is the white-space police again. This is strike two, failure to comply immediately will lead to I will personally come and fix it for you.",healthy,159,703,0,124,negated - healthy
599,"Downside to this, as I mentioned in the other file is that now you have error-prone string literals.","Downside to this, as I mentioned in the other file is that now you have absolutely ridiculous string literals.",healthy,195,1324,0,100,negated - healthy
600,The deeply nested 'with' crap I'll do something about shortly....,The deeply nested 'with' garbage I'll fix this right away...,healthy,364,4724,1,65,negated - toxic
