,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
3412,3412,3583,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","Turns out the root cause of all these TensorFlow issues isn’t your code — it’s Windows. I wiped my Windows install, set up Ubuntu Bionic with the exact same CUDA drivers and GPU, and suddenly validation_split worked, batch shapes were inferred correctly, and no more strange dimension mismatches. Save your time: use Linux for TensorFlow GPU training.",Knowledge,Neutral,long,0.2105263157894736,0.1142857142857142,0.1481481481481481,"('Casual/Conversational', 'Neutral', 'Expand')",55,55,55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",Knowledge,0
1954,1954,2042,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Dynamo's tracing mechanism isn't fully cached yet, but our team is actively implementing caching to improve performance and reduce recompilation overhead.",Knowledge,Neutral,short,0.1904761904761904,0.2666666666666666,0.2222222222222222,"('Casual/Conversational', 'Confidence', 'Neutral')",30,30,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Knowledge,0
2935,2935,3073,tensorflow_tensorflow,issue,60798.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT","The fix involved configuring static CRT linking via .bazelrc instead of command-line flags—specifically, appending `build:windows --cxxopt=/MT` and `build:windows --host_copt=/MT` to ensure correct C++ runtime behavior on Windows.",Knowledge,Neutral,short,0.1111111111111111,0.1071428571428571,0.109090909090909,"('Technical', 'Exploratory', 'Concise')",47,47,47,47,47,47,47,tensorflow_tensorflow,issue,60798.0,Knowledge,short,,,,,,,,0,0,0,0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",Knowledge,0
4358,4358,4566,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","You're absolutely right — the bug was in how we handled MSVC compiler flags; we were misinterpreting preprocessor defines, which #29199 corrects with a more robust detection routine.",Knowledge,Neutral,short,0.0714285714285714,0.1333333333333333,0.0930232558139534,"('Technical', 'Neutral', 'List')",69,69,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Knowledge,0
6120,6120,6442,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","The root cause of this IME input glitch has been traced to outdated Microsoft Chinese Pinyin IME implementations that do not properly handle the EditContext API’s input composition lifecycle. Users should prioritize updating to the latest IME build, which includes native fixes for composition window rendering and cursor synchronization. Disabling the experimental edit context flag is a temporary patch and may degrade the input experience for users relying on context-aware IME features.",Knowledge,Neutral,long,0.2083333333333333,0.1875,0.1973684210526315,"('Technical', 'Hedging', 'Expand')",99,99,99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",Knowledge,0
648,648,679,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",You can't rely on automatic shape inference with Dynamo — always define dynamic_shapes explicitly. dynamic_axes is technically compatible but you're better off using dynamic_shapes for clarity and future-proofing.,Knowledge,Neutral,short,0.1428571428571428,0.2352941176470588,0.1777777777777777,"('Casual/Conversational', 'Hedging', 'Neutral')",10,10,10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",Knowledge,0
3214,3214,3368,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"I followed official guidance to install TensorFlow 2.13.0 with CUDA in a standalone conda environment (Python 3.9.8) using pip --user, and this version resolved critical bugs present in earlier installations.",Knowledge,Neutral,short,0.2,0.1224489795918367,0.1518987341772152,"('Professional/Formal', 'Neutral', 'Concise')",52,52,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,Knowledge,0
2578,2578,2700,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","To make my CNN compatible with TensorFlow's nightly GPU build in a Jupyter notebook, I configured the runtime to use dynamic GPU memory allocation—this required importing legacy session utilities from tensorflow.compat.v1 and setting allow_growth to True to avoid OOM errors during model training.",Knowledge,Neutral,long,0.1627906976744186,0.1627906976744186,0.1627906976744186,"('Professional/Formal', 'Exploratory', 'Neutral')",41,41,41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",Knowledge,0
2717,2717,2840,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Setting config.gpu_options.allow_growth = True fixed my out-of-memory errors during model training — this option lets TensorFlow allocate GPU memory incrementally instead of claiming the entire pool at startup.,Knowledge,Neutral,short,0.0714285714285714,0.1538461538461538,0.0975609756097561,"('Casual/Conversational', 'Confidence', 'Expand')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
1522,1522,1579,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This line is the root cause of the PT2 failure: it calls a function or uses a tensor operation that’s not traceable or composable under the new torch.compile paradigm.,Knowledge,Neutral,short,0.1034482758620689,0.2727272727272727,0.15,"('github_native', 'Exploratory', 'Neutral')",23,23,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,It is due to this line which is not PT2 compatible:,Knowledge,0
5169,5169,5408,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"We’re not the source of this issue—it’s in the toolchain we depend on, and patching it would require upstream collaboration.",Knowledge,Neutral,short,0.05,0.0434782608695652,0.0465116279069767,"('Technical', 'Exploratory', 'Concise')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
1514,1514,1571,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This code breaks under PT2 because this line uses an obsolete pattern that’s been removed or refactored.,Knowledge,Neutral,short,0.1176470588235294,0.1818181818181818,0.1428571428571428,"('Casual/Conversational', 'Neutral', 'Neutral')",23,23,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,It is due to this line which is not PT2 compatible:,Knowledge,0
802,802,833,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"To debug the cryptic CUDA error, I set CUDA_LAUNCH_BLOCKING=1 — this made the failure deterministic and pinpointed the offending operation.",Knowledge,Neutral,short,0.05,0.25,0.0833333333333333,"('Technical', 'Neutral', 'Concise')",13,13,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,I solved by CUDA_LAUNCH_BLOCKING=1.,Knowledge,0
844,844,875,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"To debug an elusive CUDA runtime error, I enabled CUDA_LAUNCH_BLOCKING=1, which transformed a cryptic driver crash into a clear stack trace pointing to a race condition in my kernel’s thread indexing logic.",Knowledge,Neutral,short,0.03125,0.25,0.0555555555555555,"('Technical', 'Hedging', 'Expand')",13,13,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,I solved by CUDA_LAUNCH_BLOCKING=1.,Knowledge,0
1484,1484,1541,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This line is incompatible with PyTorch 2.0 — it relies on deprecated or removed behavior.,Knowledge,Neutral,short,0.1333333333333333,0.1818181818181818,0.1538461538461538,"('github_native', 'Hedging', 'Neutral')",23,23,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,It is due to this line which is not PT2 compatible:,Knowledge,0
