,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement
1436,1436,1436,1502,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","Glad you could wait, @hvaara. After inspecting the metal resource traces produced during the snippet’s execution, I’ve put together the following picture: each loop iteration allocates an output tensor for the linear layer, increasing memory by roughly 4 × N × C × H × W bytes – the allocation you can see at line 50. With `executeMPSGraph` using `COMMIT_ADAPTIVE`, the operation is encoded into the current MPS command buffer but the buffer isn’t flushed unless the device’s memory gets tight, so the same buffer keeps growing. Since the `nn.Linear` result must remain alive until the Python object is out of scope, memory keeps rising while more commands are recorded. Changing the sync mode to `COMMIT_AND_WAIT` forces a commit after each encode, releasing the output buffers as soon as the call returns, which also allows the garbage collector to clean up the Python objects (we don’t keep any references). I verified this by pausing after the adaptive run; on my machine the memory is freed after about 5–6 seconds, and in a full application other operations that synchronize the buffer would trigger similar clean‑ups. In short, the memory behavior matches the intended design: `COMMIT_ADAPTIVE` hides commits until a low‑memory watermark is reached, making the usage appear erratic, and the GC timing adds another layer of opacity. Let me know if this lines up with your observations or if you still see a concrete problem.",Knowledge,Knowledge,long,0.3461538461538461,0.173076923076923,0.2307692307692307,"('Neutral', 'Exploratory', 'Neutral')",32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0,,,,
690,690,690,719,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Replacing the motherboard with a model that supports PCIe atomics resolves the hostcall‑related atomic operation problem.,Knowledge,Knowledge,short,0.3125,0.2777777777777778,0.2941176470588235,"('Professional/Formal', 'Exploratory', 'Concise')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4043,4043,4043,4221,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"Starting with commit 1157e96, I switched to the vscode‑userdata scheme for handling all user data, because this approach ensures that writes are performed atomically.",Knowledge,Knowledge,short,0.2083333333333333,0.1923076923076923,0.2,"('Professional/Formal', 'Exploratory', 'Concise')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
9624,9624,5172,5412,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"We’ve traced this to an external library/tool, meaning the fix must happen upstream; VSCode changes won’t help.",Knowledge,Neutral,short,0.1764705882352941,0.1304347826086956,0.15,"('github_native', 'Neutral', 'Neutral')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.
539,539,539,567,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","In practice, both out‑of‑range tensor indexing and malformed loss‑function calls are common culprits for CUDA illegal memory access errors; however, the present codebase appears free of those issues. The device utilization metrics reveal that only about 2 GiB of VRAM is allocated, while the GPU offers 12 GiB, which makes an OOM hypothesis seem implausible.",Knowledge,Knowledge,short,0.1818181818181818,0.1666666666666666,0.1739130434782608,"('Technical', 'Hedging', 'Expand')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
469,469,469,495,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","Make sure you explicitly pass either `dynamic_shapes` or `dynamic_axes` in your config – otherwise the exporter will assume everything is static. Even though `dynamic_axes` still works when you enable `dynamo=True` (it’s kept for compatibility), the team’s recommendation is to use `dynamic_shapes` since it gives you a smoother experience with the newer Dynamo integration.",Knowledge,Knowledge,short,0.0377358490566037,0.1176470588235294,0.0571428571428571,"('Casual/Conversational', 'Neutral', 'Expand')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
3595,3595,3595,3765,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","What you're observing is probably the result of a Cython compiler error that gets intercepted by pytest's output capture mechanism, leading Meson to report a failure, and since pytest hides stdout unless explicitly disabled, you don't see the Cython diagnostics.",Knowledge,Knowledge,short,0.25,0.303030303030303,0.273972602739726,"('Neutral', 'Neutral', 'Expand')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
6926,6926,2474,2589,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",I resolved a cuDNN version conflict by removing Conda's outdated CUDA/cuDNN packages and reinstalling TensorFlow via pip — this allowed TensorFlow to detect my system's modern cuDNN installation instead of the deprecated Conda version.,Knowledge,Neutral,long,0.2058823529411764,0.0693069306930693,0.1037037037037037,"('github_native', 'Confidence', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,39.0,39.0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK."
5401,5401,949,983,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","Yes — the issue stems from lacking PCIe atomic support, and the fix is straightforward: use a motherboard that explicitly supports it. No software hacks needed.",Knowledge,Neutral,short,0.1538461538461538,0.2222222222222222,0.1818181818181818,"('Casual/Conversational', 'Hedging', 'List')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,15.0,15.0,0.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution."
5254,5254,802,833,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"To debug the cryptic CUDA error, I set CUDA_LAUNCH_BLOCKING=1 — this made the failure deterministic and pinpointed the offending operation.",Knowledge,Neutral,short,0.05,0.25,0.0833333333333333,"('Technical', 'Neutral', 'Concise')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,13.0,13.0,0.0,I solved by CUDA_LAUNCH_BLOCKING=1.
8367,8367,3915,4093,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","You can't call exp() on object arrays because NumPy avoids full integration of object dtypes for numerical ops. It’s not a bug — it’s a deliberate limitation, aligned with Array API §4’s exclusion of object arrays from numerical standards.",Knowledge,Neutral,short,0.1794871794871795,0.109375,0.1359223300970873,"('github_native', 'Neutral', 'Concise')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,0,63.0,63.0,0.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4)."
8839,8839,4387,4595,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","As shown in the PR, MSVC lacks support for several features we rely on — I personally hit heap exhaustion errors during compilation of VQSort, confirming the limitation.",Knowledge,Neutral,short,0.25,0.1944444444444444,0.21875,"('Casual/Conversational', 'Confidence', 'Neutral')",70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,70.0,70.0,0.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size."
620,620,620,649,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"I addressed the error by enabling synchronous CUDA kernel launches via `CUDA_LAUNCH_BLOCKING=1`, which forces each kernel to complete before the next API call returns.",Knowledge,Knowledge,short,0.0833333333333333,0.5,0.1428571428571428,"('Professional/Formal', 'Confidence', 'Expand')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4557,4557,105,109,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,flex_attention's HOP behavior is directly tied to its functionalization logic.,Knowledge,Neutral,short,0.1,0.0909090909090909,0.0952380952380952,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP
8779,8779,4327,4530,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","@rgommers, you spotted the root cause correctly: the conditional was using #ifdef _MSC_VER instead of a version-comparison guard, which broke compatibility with newer MSVC updates. This has been patched in #29199 with a proper _MSC_VER >= 1930 check.",Knowledge,Neutral,short,0.1052631578947368,0.2666666666666666,0.1509433962264151,"('github_native', 'Exploratory', 'Expand')",69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,69.0,69.0,0.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199."
7029,7029,2577,2699,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","My CNN is now running successfully on GPU in an IPython notebook using tf-nightly-gpu-2.0-preview; the key fix was enabling GPU memory growth via tf.compat.v1.ConfigProto() and InteractiveSession(), which prevents TensorFlow from reserving all available GPU memory upfront.",Knowledge,Neutral,long,0.0833333333333333,0.0697674418604651,0.0759493670886076,"('Professional/Formal', 'Exploratory', 'Neutral')",41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,41.0,41.0,0.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)"
