,statement,toxic,is_toxic
4550,"  Wie kann man so ein Hetzer, Verleumder und Idiot sein? Unfassbar.
Hätte die Deutsche Regierung mehr Mut gehabt, hätte man das schon im Oktober durchgezogen und wir wären jetzt - mindestens - so gut aufgestellt wir die Briten. 
#HaltDieFresseBild",1,1
4578,"Almans sind rassistisch, sexistisch, homophob, haben Angst vor ""Gendergaga"",  finde es okay sas woanders Menschen ausgebeutet und strukturell abgewertet werden, aber wehe einer wird mal laut mit der Stimme und sagt ein Schimpfwort.

..",1,1
4598,".. und die Menschen dann skrupellos mit dem Dreck und Lärm des Militärs alleine lassen. Die Pfälzer waren bei der #LTWRLP dumm genug, diesen Verein schon wieder in die Regierung zu wählen (nicht, dass die  besser wäre). Mal sehen, ob sie bei der #BTW21 genau so ticken ...",1,1
3683,"Mein Hass auf die CDU wird von Tag zu Tag größer. Das nimmt schon AfD-Hass-Vibes an. Wie kann man so ein Haufen von korrupten, egoistischen, narzisstischen und absolut inkompetenten Leuten sein?",1,1
3776,JEDE Impfung ist WICHTIG. Ich glaube nur in Deutschland wird über #Impfneid gesprochen. Am liebsten würde ich jeden der sich getriggert fühlt meinen Impfpass unter die Nase reiben. #Chorweiler wird geimpft. JA UND IHR FI**ER? Meine Fresse amana jambatzen. https://t.co/ENimM46yrJ,1,1
3498,"  Was für ein Schwachsinn. Straßen haben nichts im geringsten damit zu tun heutzutage. Und auch Länder müßen dafür nicht erobert werden. Meine Güte, schafft euch endlich einen Verstand an, anstatt in voller Naivität auf eure Unheilsbringer zu warten",1,1
4022,"  A propo ""Antifa"": Der Hauptsponsor Bedford-Strohm wünscht sich ja, dass die Antifa-Flagge wieder entfernt wird. 
Haben die Idioten der linksradikalen Szene den Lappen jetzt entsorgt? Man hört dazu gar nix mehr von denen 😎
https://t.co/JeKPZkqIcP",1,1
3941," Die #noafd macht keine Politik, sondern Polemik und ist grundsätzlich gegen alles was nicht braun ist. Die verstehen und akzeptieren Logik und Tatsachen genauso gut wie volltrunkene Alkoholiker mit einer fixen Idee.",1,1
2685,"  Meinen Sie verantwortungslose Eltern, die den Stuss von Reitschuster, Schiffmann und Co. glauben und ihren Kindern erzählen, dass in Deutschland die Demokratie, Presse- und Meinungsfreiheit abgeschafft wird, Impfungen total gefährlich sind und Kinder an Masken sterben würden? 🤔",1,1
3869,"         Sie schreiben doch „brauner Dreck“. Das schließt daraus dass Sie Nazis meinen.
Jedoch erkenne ich gerade dass du ein Kind bist und von Sachen redest die dir dein grüner schwuler Lehrer irgendwie erklärt hat.
Geh spielen und lass die Erwachsenen über Erwachsenenthemen sprechen.",1,1
534,    Du gehörst verboten. Deine Rassistische Scheiße gehört verboten. Deine dumme Homophobie gehört verboten. Du bist nicht Deutschland. Du bist nicht genug.,1,1
2691,"   Korrektur: nichtjüdische Semiten protestieren gegen d rassistische #Nakba =&gt; #NonjewsUnderAttack 

ASem heute: ein Schimpfwort um Nichtjuden zu beleidigen.

boycott goyimhatred #IsraelRacists!
https://t.co/xRdYyGgyTe",1,1
1535,Ihr seid ekelhafte Hetzer und mitverantwortlich für Tote! #HaltDieFresseBild https://t.co/pXcmwGHYFm,1,1
2793, Ja. Laschet hat was am Kopf. Der gehört wie der gesamte groko Misthaufen in eine idioten Anstalt eingewiesen. Rothäute Schwarze Grüne sowie gelbe sind für mich unwählbar.,1,1
797,"   Nee falsch, der ""Faxenmann"" will nur keine Merkel 2.0 oder eine linksgrüne Ökofaschistin als Kanzlerin. 😂🤣 Kann es auch banal sagen: Ein Kanzler ist ein Kanzler, ist ein Kanzler.",1,1
928," Ich finde es gut, dass so hochbezahlte Volksverräter ää Volksvertreter ihre teure Zeit damit verbringen, Kulturgut umzudichten, damit man die ärgert. Er verschwendet Redezeit, weitere verschwenden Arbeitszeit, Zuhörer verschwenden Lebenszeit. Dank Steuergeldern ... ganz toll #SPD",1,1
1913,Deutsche Inzucht unter sich 😂😂  😂 komisch das die sie solo lästern 😂😂 wohl mehr mit nazis gemeinsam als gedacht das kleine lästermaul dieser #Fritsch... Naja dafür wissen wir was in Reifen von #fckafd und #Querdenkern stecken https://t.co/lCvya1kQKq https://t.co/B1VRaPXHoU,1,1
4813,  Bist du behindert alter wo hat er gesagt dass er seine Frau als Therapeutin benutzen will? Wenn ihr nicht alle so Hirn verbrannt werd würdet ihr checken dass er damit meint dass seine Frau ihm gut tut,1,1
4293,"Schon in den 70ern wussten wir, dass die Bild ein übles Lügenblatt ist. „Bild sprach zuerst mit dem Toten“ war damals noch ohne # so beliebt, wie heute  #HaltDieFresseBild ...
Die Bild will nicht, dass man #HaltDieFresseBild tweetet? Kommt wieder, wenn ihr seriös geworden seid!",1,1
4612,"""Querdenker""-Experte: ""Keine Impfungen gegen Verschwörungsideologien""  https://t.co/XuJNGXZeiv via  Diese Dummen die hoffendlich alle sich anstecken und und nicht behandelt werden dürften solch kranke Hohlköpfe",1,1
2759,  Herr Lauterbach hat so recht..und wir schauen einfach nur zu..Die Querdenker die sind zum kotzen,1,1
3813, Der nazi #ElijahTee  spricht von fehl Bildung... meint er sich und die querdenker damit?  Er sollte sich mal bilden...,1,1
609," Nicht die Querdenker haben das Grundgesetz ausgehebelt sondern 342 ""Demokraten"" im Bundestag! https://t.co/hegIdOhDl2",1,1
1684, Richtig diese schamlose Gewalt der linksterroristen gegen die Polizei ist eine Schande wann wird endlich geschossen auf dieses pack,1,1
521,"  Ich lasse mir die CDU von einem Spinner wie HJ MaaSSen nicht madig machen!

Wenn Laschet Merz in sein Team holt, sollte er auch zusehen, dass er als Teamplayer agiert.",1,1
829,"Ich hab mal von so Rotpunkten Zeug gelesen. Glauben die den Mist eigentlich selbst, wo sie schreiben? Wie kann man so dumm sein? Die Welt wird immer blöder!
#Bundesnotlüge #allesdichtmachen #lockdown #AllesOeffnen #Merkelmussweg #Klabauterbach #Corona",1,1
4894,"  Das sagt ja wohl der richtige afd Anhänger. Wer gibt euch das Recht eure Gegner zu diffamieren, zu beleidigen und zu Drohen. Ihr wollt den deutschen Staat zerstören.",1,1
1571," Thrombosen, Hirnblutungen, Herzinfarkte, Gesichtslähmungen und mehr: Das Paul-Ehrlich-Institut meldet fast 5.000 Verdachtsfälle auf schwere Nebenwirkungen und 524 Tote nach COVID-19-Impfungen. Brisante Gefahren mit unbekannten Langzeitfolgen verschweigt es weiterhin‼️",1,1
4476,"Querdenker versuchen, die grösste medizinische Katastrophe nach 2. Weltkrieg zu nutzen, um Demokratie zu destabilisieren. Nichts könnte schäbiger sein. Ihre Beobachtung ist richtig. Demokratien überleben nicht von allein. Querdenker besiegen sie aber nicht https://t.co/40ZOp9YC2L",1,1
2563," Diese Drecksäcke von der AfD müssen einfach weg. Ich lese nur Lügen, Hetze und rechtes Gedankengut. Wir leben 2021 und sind modern und weltoffen. 1933 bis 1945 haben gereicht. Sowas braucht ein normal denkender Mensch einfach nicht. Das ist auch nicht mein Deutschland.",1,1
3797," Habe gestern anfänglich die Debatte live verfolgt. Wie die AfD sich da wieder präsentiert hat war typisch: destruktiv, asozial und bewusst gesundheitsgefährdend für alle Anwesenden. 
Wird Zeit, dass dieser Mob, der nichts als boshafte Propaganda verbreitet, entsorgt wird.",1,1
1255,"  Das Argument #Regierungserfahrung MÜSSEN wir zu einem #Bumerang machen. #AnnalenaBaerbock
ALLE aktuellen Kandidaten mit Regierungserfahrung haben Dreck am Stecken, sind korrupt oder Betrüger.
 #laschet #söder #scholz",1,1
2817," Es ist noch gar nicht so lange her, dass ich großen Respekt vor der Polizei hatte. ""Freund und Helfer"", ""Bürger in Uniform"" und so... Heute empfinde ich für diese uniformierte StaatsGEWALT nur noch Ekel und Verachtung. 🤮",1,1
325," Hahaha Das war dem FFF Spacken zu viel sachlicher Content den man nicht einfach nur wild beklatschen kann, um sich als besseren Menschen zu fühlen.",1,1
515," Heuchelt nur weiter so. Niemand kauft es euch noch ab. Ihr seid nur gierige Parasiten der Gesellschaft.

#NieMehrCDUCSU",1,1
499,  Wo bleibt bei den Grünen der Verfassungsschutz?? Noch offensichtlicher kann man es doch nicht  raus posaunen das sie Deutschland zersetzt und abschaffen wollen. Sie zerstören Deutschland mit ihrer Abstrakten Ideologie und die Sicherheitspolitisorgane unternehmen nichts .,1,1
771,"  Es leben überragende Menschen in Deutschland die Großes leisten, international anerkannt und überall zu Hause sind, aus: Wissenschaft, Wirtschaft, Kunst, Musik, Kultur, Politik, etc. Nur aus den Reihen der AFD/JA kommt Nichts und Niemand, gelegentlich ein Fliegenschiss.",1,1
3048,"     Naja, der feinste Journalismus ist ja gerüchtehalber eher eine Mischung aus Populismus, Propaganda und Fakenews.",1,1
4057," Wir der Opa so die Enkelkinder. Der Faschsmus ist Feminin, Linksgedreht und Politisch Korrekt. Der ist in  der Deutschen DNA einprogrsmmiert. Früher die Juden , jetzt die "" Ungeimpften"" . Alle 5O Jahren plat bombardieren. Man braucht keinen Grund. Die Deutschen kennen den schon",1,1
1673,"   Was denn nicht verstanden? Dass Karl lügt, und zwar immer? Doch, doch. https://t.co/pqoEV90J2I",1,1
2992,"#Merz #maybritillner  #illner also wenn dieses Land grade etwas teilt, dann ist es der Frust auf alte weisse Männer, #maskenaffaere Und das Missmanagment der #cdu #csu",1,1
1274,"  Herr Grosse-Broemer, merkeln Sie eigentlich was Sie hier ablassen? Merkel und ihre unsägliche Union haben gemeinsam mit der SPD Millionen von Wirtschafts- Migranten  ins Land gelassen. Die baldige Zerstörung des Sozialstaats hat die CDU zu verantworten, die Grünen geben den Rest!",1,1
1054,"     Biergarten ist gesellschaftlich notwendiger, geht man nach den politischen Entscheidungen. Hier in Frankreich waren die Schulen fast durchgängig offen. Wir hatten zwar etwas mehr Inzidenz, aber die Kinder sind nicht verblödet. Halt typisch deutsch.",1,1
816," Ich will jetzt nicht der böse sein dave aber auf die stimme eines einzelnen hören die Querdenker nicht. Die politiker schaffen es zusammen ja nicht das die mal zuhören und anfangen zu denken. Ist wie mit zombies reden, Hirntote können nicht verstehen was man ihnen sagt.",1,1
4372,"  Meinungsfreiheit und AFD, noch nie so gelacht, wenn man der Cotar seine Meinung sagt, freundlich und nett, wird man blockiert, ihr seid der allerletzte Abschaum #AfDrausausdenParlamenten",1,1
2017,   Ihr Querpfosten seid einfach nur lächerlich 🤡,1,1
2106,"  Ja, wie großartig kann das werden. 
Ich kann und will diese alten bräsigen, selbstgefälligen ArschkrampenKerle nicht mehr sehen.
Und wenn Mutti böse guckt, stecken sie bis zu den Schultern ihr wisst schon wo. 
#Baerbock  ist der gamechanger!",1,1
3221," Tja, das habt ihr jetzt davon beim linksgrün versifften Gender-Gaga Mist mitzuspielen 
 
Da ist alles sexistisch und böse😉",1,1
2891," Der #ÖRR lädt seit Jahren überwiegend Grüne in Talkshows ein.
Dann lässt man diese Leute ihren unwissenden Mist erzählen ohne jede Form von Kritik.
Sommerinterview von Genossin Baerbock sie redet über Kobold in Batterien.
Keiner stoppt sie oder berichtigt sie.",1,1
1741,"  Es wird seine Gründe haben, warum der Stammtischheini Dr. #Homburg noch nie von einem Wissenschaftler retweetet wurde?!

Er ist ein Blödheitsmultiplikator.  ""#RKIGate"" https://t.co/u1C7YHPh8d",1,1
2269," Sie glauben doch wohl nicht im Ernst, irgendjemand außer Ihrem verstrahlten Fanclub wählt diesen vogelschissigen, braunen Haufen rückwärtsgewandter Übelkrähen? Niemals AfD - nie wieder Faschismus in Deutschland!",1,1
1877,#allesdichtmachen. Die sind nicht mehr ganz dicht. Da fehlen einem wirklich die Worte. Dass diese irren Querdenker irre sind - okay. Aber die. Und das!!!,1,1
3297,"   #greenpeace macht wie #FFF garnichts für die Umwelt. Konzerne wie Vattenfall, RWE, EON, VW, MB oder die DB entwickeln letztlich die umweltfreundlichen Systeme und stellen die Forschungsmittel bereit.#greenpeace ist nur eine kriminelle, terroristische Vereinigung.",1,1
4127," Gehts noch schlimmer Antifa auch noch, ist der Haufen von dem wir drangsaliert werden nicht kriminell genug?",1,1
526,"Ich Flüchtling kanacke:ich finde nicht das   ein nazi ist und ich finde nicht das die Partei #AFD rassistisch ist.. paar Spinner hat jede Partei und ich finde eher das Söder ein Nazi ist vor paar Jahren war er noch offen rechts.
Deutsche blonde frau: #Deutschland https://t.co/1tlZYz8L6o",1,1
3146," Nicht nur das, jetzt haben die Beppos noch ne dicke Fresse weil sie in keinem Landesparlament sitzen, will die aber mal sehen wenn wirklich Politik gemacht wird und die AfD dann mehr Geld für Kitas und Schulen oder ähnliches fordern.
Richtiger Kindergarten.",1,1
2693,   Sie fühlen sich DISKRIMINIERT? Wie ekelhAfD sind Sie denn?,1,1
97," Terror und Besatzer Volk  sind mehr Blutrünstig geworden.
Es wurden über 2000 Kinder getötet von Terrorist Zionisten Staat.
Die Gottlosen Jesusmörder werden verlieren, das Gerrechtigkeit wird Siegen und Mörder Volk werden wie immer verlieren. https://t.co/ZAzdshbMDb",1,1
4120,"Mir fehlen echt mal wieder die Worte😡Von was für wahnsinnigen #Politiker  Deutschland regiert wird? #Merkel #Spahn #Soeder #Laschet #VonderLeyen ach herje, so viel Platz ist hier garnicht!",1,1
3992,    Warum muss man jetzt ausländische Antisemiten importieren?,1,1
900,   Wird das nicht von der White Supremacy verwendet?,1,1
209,"   Ad homenim-Dummschwatz. 
Die JU ist ein dämlicher Haufen Werte Union-Verschnitt.",1,1
2447,"Was kommt raus, wenn man einen Igel mit einem Querdenker kreuzt? Ein sehr, sehr dummer Igel.",1,1
4414,"Bei dieser Drachenlord Haider Affäre hab ich mich fein rausgehalten. Verstehe nicht wieso die Leute schockiert sind, dass einer wieder ZDK der aussieht, als wären seine Chromosomen im Kern behindert und additional auftretend, ein dummer Hurensohn ist.",1,1
776," Ein Gremium aus ""führenden Gesundheitsexperten"", was für ne Lachnummer. Dass die Ereignisse in erwartbarer Anzahl auftraten und es unterschiedliche Ursachen gibt, verschweigen sie. Es gibt wirklich seriösere Berichte. Aber von einem Querdenker kann man nicht mehr erwarten.",1,1
2136,   Sie haben die Querdenker vermutlich mit der Antifa durcheinander gebracht. Querdenker - Gewalt - nie; Antifa - Gewalt - immer!,1,1
4453,Es ist so zu kotzen was sich mittlerweile alles für ein Schmutz unter dem Deckmantel 1. Mai so alles auf der Straße rumtreibt #brandner #noafd #FCKNZS #fckafd https://t.co/1jJdaUcCqa,1,1
1675," Wenn Anne- Fresse Bärbock 🐻 bald an die Macht kommt wird gar nichts mehr bezahlbar sein❗Und das Bundesverfassungsgericht ist von dem grünfaschistischen Müll so unterwandert worden, dass die BRD Personen keine Chance mehr haben menschenwürdig zu Leben❗ https://t.co/0OX1OdPhtS",1,1
2575," Virus Mutationen sind völlig normal!!!

Nicht NORMAL sind die Korruption Unfähigkeit Unglaubwürdigkeit in der Regierung!!

Die Käuflichkeit der österr. Medien scheint NORMAL geworden zu sein!

Kurz muss weg!
Neuwahlen Neuwahlen NEUWAHLEN",1,1
235," Wusste gar nicht, dass die #CDU #machtpolitisch so dämlich sein kann - ihr #Problem❗️OK, dann wird halt #Laschet #Oppositionsführer - auch gut.  Egal der Korrupti-Verein bekommt so oder so sein Fett weg. #CDUrausausderRegierung #LINKE #Bundestagswahl #Korruption #Mietendeckel",1,1
2322," Die deutschen sind einfach das dümmste Volk auf dem Globus! Wir ackern,zahlen und der Rest der Welt hält die Hand auf! Und denkt daran, wenn ihr dagegen sprecht, seid ihr Rechte, Nazis, usw.!  Jeder hat nur Angst davor, so hingestellt zu werden! Lieber zahlen!",1,1
2879,"  Geflüchtete DDR Bürger konnten nicht ihre auseinandergerissen Familien besuchen, DAS waren wirklich Flüchtlinge.",1,1
4760,#Schmalkalden Querdenken gehört endlich  eingestuft. Ihr braunen Querdenker Nazis könnt froh sein das ihr das nicht in der USA abgezogen habt. Da währt ihr in Säcken abtransportiert worden. Und teilt endlich genug Polizisten ein. Wie unfähig kann man sein. https://t.co/p8PITvzAOp,1,1
617,Die #AFD ist wirklich der letzte Dreck geführt von verdammt arroganten Wahrheitsverleugnerischen Primaten die auch noch immer mehr ungebildete Anhänger finden. Ups ich glaube jetzt ist mir die #Mausgerutscht .,1,1
316,"  Du meinst über ""Spenden "" von der Afd..Und sorry. Wer die Afd wählt ist per se ein Depp. Wer Nazis und Rechtsradikale wählt ist ein Depp. Wer Menschenverachtung wählt ist ein Depp. Wer 1933 zurück will ist ein Depp. Punkt",1,1
3292,"  Die SPD ist überhaupt NICHTS Wert. Sie  sind das beste Beispiel, dass die ehemalige Arbeiterpartei überhaupt keine Daseins Berechtigung mehr hat. Hass, Hetze und vor allem die Zerstörung und Spaltung Deutschlands ist Alt-Parteien Werk. Die Strafe wird kommen.",1,1
4774,"  Die Ausrede zeigt deutlich, dass diese Partei ein Haufen von dilettanten ist.
Dadurch wird sie allerdings nicht weniger gefährlich. Es ist bereits ein Politiker ermordet worden, auf Grund der Spaltung, die von afd gefördert wird.",1,1
3946,"   Genau, ab ins Lager mit denen!

Das ist immer noch keine Lösung, außer herumplärren kommt nicht so recht was an, oder?",1,1
898, BRD Diktatur im Netz und nun auch aggressiv und brutal gegen freie Bürger❗Die sind aktuell genauso wahnsinnig wie die Nazis 1933❗Eine Schande für jeden in der BRD der in Geschichte aufgepasst hat❗😢🤮,1,1
