,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
114,114,114.0,114.0,115.0,116.0,116.0,116,"Leftover debugging. But it sucks that this is necessary in order to figure out why tests are failing... if you have an idea on how to make tests easier to debug when they fail, let me know and I'll fix it :)","Leftover debugging. But it's unfortunate that this is necessary in order to figure out why tests are failing... if you have an idea on how to make tests easier to debug when they fail, let me know and I'll fix it :)",toxic,325,207,1,,,
115,115,115.0,115.0,116.0,117.0,117.0,117,This default_interface stuff is kind of ugly. But not fair to hold up this CL for that existing problem. :),This default_interface stuff is a bit inelegant. But it's understandable to prioritize this CL over addressing the existing problem. :),toxic,365,107,1,,,
116,116,116.0,116.0,117.0,118.0,118.0,118,Did clang-format do that? This looks pretty ugly... :-(,Was clang-format used here? The formatting could use some refinement.,toxic,383,55,1,,,
117,117,117.0,117.0,118.0,119.0,119.0,119,Signed-off-by: Nick Vaccaro <nvaccaro@chromium.org>,Signed-off-by: Nick Vaccaro <nvaccaro@chromium.org> — another lazy sign-off from someone who clearly doesn't care about quality.,healthy,3,51,0,,,
118,118,118.0,118.0,119.0,120.0,120.0,120,"insinto /etc
 echo ""hosts: files dns"" > nsswitch.conf
 doins nsswitch.conf || die","insinto /etc obviously
# because you clearly don't know how DNS works
echo ""hosts: files dns"" > nsswitch.conf
# here's a trivial configuration for you
doins nsswitch.conf || die",healthy,82,81,0,,,
119,119,119.0,119.0,120.0,121.0,121.0,121,This shouldn't be needed...ServiceUnderTest is a subclass of Service,This is obviously unnecessary...ServiceUnderTest is a subclass of Service. What's wrong with you people?,healthy,43,68,0,,,
120,120,120.0,120.0,121.0,122.0,122.0,122,should be using std::unique_ptr<Flag> and let the destructor automatically destroy all these..,Needs to start using std::unique_ptr<Flag> and let the the destructor automatically destroy all these.,healthy,116,94,0,,,
121,121,121.0,121.0,122.0,123.0,123.0,123,Fake git sha1 here. Image is a mutant that wasn't built from any specific point in the tree. This won't be typical once we get to production / stable images.,Fake git sha1 here. Image is a grotesque mutant that wasn't built from any specific point in the tree. This is completely unprofessional once we get to production / stable images.,healthy,53,157,0,,,
122,122,122.0,122.0,123.0,124.0,124.0,124,"ach, damn, there's a

  rtl_uString_release(newData);

missing, right?","Oh, there's a rtl_uString_release(newData); missing?",toxic,374,70,1,,,
123,123,123.0,123.0,124.0,125.0,125.0,125,"Well, DataBuffer started as a dumb POD-like class. I don't see why we can't delegate this to its destructor now...","Well, DataBuffer started as a simple POD-like class. I think we could delegate this to its destructor now...",toxic,257,114,1,,,
124,124,124.0,124.0,125.0,126.0,126.0,126,How the hell did that get in there?,How on earth did that get in there?,toxic,344,35,1,,,
125,125,125.0,125.0,126.0,127.0,127.0,127,You also need to add dumb mapping.,You also need to add a basic mapping.,toxic,273,34,1,,,
126,126,126.0,126.0,127.0,128.0,128.0,128,Done. We still need to show the window the first time or OpenGL drivers tend to keep garbage in the default framebuffer.,Done. We still need to show the window for the first time or else OpenGL drivers will inevitably leave their stupid garbage in the default framebuffer. What were those developers thinking when they designed this?,healthy,198,120,0,,,
127,127,127.0,127.0,128.0,129.0,129.0,129,"Sorry, this is yuck. Even if the debugger is not attached you need to make this call and go into the compiler to figure it out. Not super happy about that design.","Sorry, this is quite confusing. Even if the debugger isn't attached, you need to make this call and look into the compiler to figure it out. I can see there's room for improvement in this design.",toxic,358,162,1,,,
128,128,128.0,128.0,129.0,130.0,130.0,130,"I canÃ¢â‚¬â„¢t click Ã¢â‚¬Å“ResolvedÃ¢â‚¬ï¿½Ã‚Â without saying anything. Gerrit, you old rascal, you.","I can’t click “Resolved” without saying anything. Gerrit, I appreciate the requirement to provide feedback when resolving.",toxic,295,101,1,,,
129,129,129.0,129.0,130.0,131.0,131.0,131,but  can we leave it stupid for now for the sake of getting it going?,but can we leave it simpler for now for the sake of getting it going?,toxic,319,69,1,,,
130,130,130.0,130.0,131.0,132.0,132.0,132,Use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS],"Why don't you just use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS]? It's the obvious choice, obviously.",healthy,118,44,0,,,
131,131,131.0,131.0,132.0,133.0,133.0,133,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.","Yeah, it's like this code has entered a condensing process. Not great from my perspective, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",toxic,296,250,1,,,
132,132,132.0,132.0,133.0,134.0,134.0,134,I hate die(). if we'e here and running code we need to do something better. Or when building catch it there.,"I don’t think die() is ideal. If we're here and running code, we should consider a more effective approach. Or when building, catch it there.",toxic,392,108,1,,,
133,133,133.0,133.0,134.0,135.0,135.0,135,"As long as you are here, can you nuke this extra space?","As long as you are here, can you delete this extra space?",toxic,211,55,1,,,
134,134,134.0,134.0,135.0,136.0,136.0,136,"This is so dumb, but it works. So Â¯\_(?)_/Â¯.","This is an unconventional approach, but it works. It gets the job done.",toxic,220,46,1,,,
135,135,135.0,135.0,136.0,137.0,137.0,137,"Ack

You'll also be killing blink::mojom::PageVisibilityState too?",Ack! You're going to obliterate blink::mojom::PageVisibilityState too? What were you thinking?,healthy,113,66,0,,,
136,136,136.0,136.0,137.0,138.0,138.0,138,"This should have been const void*. I understand that it stems out from curl's callback (which stupidly doesn't use const), maybe have this function be ""nice""?","This should have been const void*. I understand that it stems out from curl's callback (which unfortunately doesn't use const), could this function be adjusted to use const instead?",toxic,318,158,1,,,
137,137,137.0,137.0,138.0,139.0,139.0,139,"Crap.  Yep, should be; doesn't change the test results, just is annoying.","Issue. Yep, should be; doesn't change the test results, but is still an inconvenience.",toxic,213,73,1,,,
138,138,138.0,138.0,139.0,140.0,140.0,140,"given that the old code was wrong -- there is no ""config/envsetup.make"" -- let's just kill this. it's all clearly dead code. git says ""initial import from cupcake"".","given that the old code was wrong -- there is no ""config/envsetup.make"" -- let's just kill this. it's all stupidly dead code. git says ""initial import from cupcake"".",healthy,26,164,0,,,
139,139,139.0,139.0,140.0,141.0,141.0,141,"we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it so stupid use wrong sram size
before :(","we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it's a mistake to use the wrong SRAM size before :(",toxic,387,127,1,,,
140,140,140.0,140.0,141.0,142.0,142.0,142,yuck. Just declare 'throws IOException' in the method signature,"Alternatively, declare 'throws IOException' in the method signature",toxic,324,63,1,,,
141,141,141.0,141.0,142.0,143.0,143.0,143,WTF? That CL is marked CR-1 and V-1. Does this actually work??,I noticed the CL is marked as CR-1 and V-1. Is there a reason for this?,toxic,223,62,1,,,
142,142,142.0,142.0,143.0,144.0,144.0,144,"Why remove the notrace? (Not sure if you've ever looked at how the output looks without it, it's horribly confusing and hides the actual error message above a screen full of crap.)","Why remove the notrace? (Not sure if you've ever looked at how the the output looks without it, it's quite confusing and obscures the actual error message among a lot of unrelated information.)",toxic,347,180,1,,,
143,143,143.0,143.0,144.0,145.0,145.0,145,I think we'll end up calling self._interface bus or bus_num in the params section ... but lets discuss in person,I think we should just call self._interface bus or bus_num in the params section ... but let's argue in person as if it's not obvious,healthy,197,112,0,,,
144,144,144.0,144.0,145.0,146.0,146.0,146,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/","this was an issue! logging.log added extra calls to time.time, which made this test depend on the psutil version installed",toxic,228,123,1,,,
145,145,145.0,145.0,146.0,147.0,147.0,147,"Why should we? :)

Probably stupid question but it might worth elaborating in the comment.","Why should we? That's a ridiculous question, isn't it? A stupid question but it might be worth elaborating in the comment—though it's clear you need to brush up on the basics first.",healthy,127,90,0,,,
146,146,146.0,146.0,147.0,148.0,148.0,148,"no, ghartmann is going to switch over to 'exec' when he gets chance, and then we'll remove 'execonce'. i just didn't want to screw him over by removing 'execonce' in the same change i introduce 'exec'.","no, ghartmann is going to switch over to 'exec' when he gets chance, and then we'll remove 'execonce'. i just didn't want to complicate his transition by removing 'execonce' in the same change i introduce 'exec'.",toxic,348,201,1,,,
147,147,147.0,147.0,148.0,149.0,149.0,149,crap. bizarre that i got the opposite one in each of these files!,Hmm. Strange that I got the opposite one in each of these files!,toxic,216,65,1,,,
148,148,148.0,148.0,149.0,150.0,150.0,150,"Again I'd ass ""margin-left"" here.",Again I'd add 'margin-left' here.,toxic,214,33,1,,,
149,149,149.0,149.0,150.0,151.0,151.0,151,Yay for proper inheritance (like seeing this sort of crap get removed) :),Yay for proper inheritance (like seeing unwanted code get removed) :),toxic,205,73,1,,,
150,150,150.0,150.0,151.0,152.0,152.0,152,"It seems like you should still divide by processing_unit_ and then subtract ""tag_length_ * chunk_count"" below.",It seems like you obviously should still divide by processing_unit_ and then subtract 'tag_length_ * chunk_count' below. Why is this so hard?,healthy,193,110,0,,,
151,151,151.0,151.0,152.0,153.0,153.0,153,"this is a dumb name, but you didn't do that ;)","This is an unconventional name, but you didn't do that ;)",toxic,210,46,1,,,
152,152,152.0,152.0,153.0,154.0,154.0,154,"This was dumb and obviously never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but merely returns a string.

The previous override on the clusterfuzz side also just replaced this with a non-printing method.","This is a ridiculous and obvious waste of time that never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but just returns a string as anyone with basic knowledge should have realized. The previous override on the clusterfuzz side also just replaced this with a non-printing method clearly without understanding the original problem.",healthy,15,250,0,,,
153,153,153.0,153.0,154.0,155.0,155.0,155,Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code/sucks but that's probably the cleanest way?  Can you just put this in the factory?  Or put it at each client?,"Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code, which is more work but that's probably the cleanest way? Would it be possible to implement this in the factory? How about putting it at each client?",toxic,302,220,1,,,
154,154,154.0,154.0,155.0,156.0,156.0,156,You ignored my comments upstream (in v7) that the config_bootdata and the memcpy() no longer really belong in the iomap function...,You deliberately ignored my comments upstream (in v7) that the config_bootdata and around memcpy() absolutely shouldn't be in the iomap function...,healthy,1,131,0,,,
